label,centroid
421,"[ 0.26311928  0.40438849 -0.48467684 -1.25222658  1.02153786 -0.31854327
 -0.0751975  -0.45204862 -1.25123135  0.23250637  0.08185445  0.21372966
  0.63530084  2.68275535 -0.30896586 -0.31044458  1.14978998 -0.38893989
 -0.39803824  2.45349264 -1.95883224 -1.79682575  0.58356787]"
422,"[ 0.79956689 -0.69190907  1.16615133  0.95718546  0.20547852 -0.31832609
 -0.23891737  0.40174473  0.73208937  0.31128894 -0.04187816  0.0070596
 -0.20594257 -0.1820163  -0.50912637  0.11429655  0.43012951 -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55519757  0.58788816]"
423,"[ 0.61279995  0.01045863  0.44057241  1.14492634 -0.27668437  1.50109575
 -0.0642398   0.04084467  0.24109297 -0.98228426 -0.79096499 -0.7861267
 -0.61235927 -0.1820163  -0.54672907  2.03114193  0.49198258 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
424,"[-0.22158964 -0.96934453 -0.54238508  1.14258577 -0.79908031  1.60466816
  2.64586144  0.90973236  0.69430665 -1.00680233 -0.80398579 -0.8041541
 -0.62112765 -0.177198    1.57147528 -0.49818417 -0.72524334 -0.39005495
 -0.39803824 -0.40758223  0.50219396  0.53540691  0.55320798]"
425,"[-1.4651444   0.75992063 -0.42713981 -0.23222317 -0.36706637  1.19127662
  0.14374025 -0.32194797  0.4017664  -0.98706003 -0.79739352 -0.79502705
 -0.6171368  -0.1820163  -0.5585025   1.85373749  0.54884087 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
426,"[ 0.60696595  0.21999647 -0.54813161 -1.11565928  0.50350009 -0.60615354
  0.05411731 -0.43814474 -1.36654555  0.14839281  0.11889153  0.32237305
  0.87499688  1.24901899  0.93342288 -0.69658957 -0.51918412 -0.38823386
  2.51232137 -0.40581831 -1.95883224  0.55653699 -1.69959263]"
427,"[ 0.07114187  0.03459092 -0.40432858 -0.31704233 -0.2520602   2.02077122
 -0.26222085 -0.46620711 -0.43117718 -0.71327251 -0.58826307 -0.50548436
 -0.45076216  1.24901899 -0.57835781  3.06996915  2.13647971 -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.55653699 -1.70100378]"
428,"[-0.02355012 -0.07441456  1.64313254 -0.18032613  1.77300637 -0.89362631
 -0.43948658  0.20976076 -0.01751294  2.09218005  0.48130793 -0.22714427
  0.29746873 -0.1820163  -0.47307256 -0.47428765  0.44128735  2.56374136
 -0.39803824 -0.40758223  0.51050824  0.54306821 -1.70100378]"
429,"[-1.47210728 -0.81840072  0.02057641 -0.46005293  0.40627361 -0.89362631
 -0.10128836 -0.22511655 -0.26822545  0.52178926  0.16551217  0.1289616
  0.1583214  -0.1820163  -0.03350731 -0.58898501 -0.05429459  2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58423762]"
430,"[ 0.26790522  0.95546489 -0.58743457  0.0805037  -0.62550154 -0.31832609
  0.28812835 -0.34941587 -0.10822158  0.066468    0.25285944  0.5808506
  0.17124163 -0.1820163   2.10891743 -0.71170713 -0.75953028 -0.39005495
 -0.39803824  2.45349264  0.51050824 -1.79682575  0.58709092]"
431,"[ 0.07955493 -0.01087742 -0.66282694  0.29222969 -0.73926699  0.41318747
  0.26289771 -0.4202473  -1.11921207 -0.3492613  -0.14983863  0.09434649
  0.1678166   1.24901899  3.28575749 -0.69707748 -0.73078265 -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.55653699 -1.70100378]"
432,"[-0.30711338 -0.2467627  -0.46772885 -0.97411068  0.37710491  1.17618762
  0.22253067 -0.29068578 -1.37862071 -0.98453818 -0.78863283 -0.7828978
 -0.59952896 -0.1820163  -0.57090012  1.97970082  0.60871361 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575 -1.70001549]"
433,"[-1.411996   -0.95287829 -0.28426215 -0.95951048  0.74833084 -0.31846359
  0.0949648  -0.2698161  -0.81598667  0.15338979  0.14264129  0.35807619
  0.441392   -0.1820163  -0.53321303  0.17150719  0.51276555 -0.39005495
 -0.39664706  2.45349264  0.51050824 -1.79682575  0.58569993]"
434,"[-1.50493967 -1.10300416  0.03844501  1.53675576 -0.57330708  1.79815642
  0.68273794  0.6155788   0.82521937 -1.00530116 -0.80314372 -0.80298825
 -0.62065514 -0.1820163   0.19419455  0.00608443 -0.51902651 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55549797  0.58637234]"
435,"[-1.49043951  0.84579746 -0.0557969  -0.1720986  -0.01048639  0.35918738
  0.1146526  -0.03894996  0.52843357  0.12726352  0.17674053  0.41983002
 -0.04334192 -0.1820163  -0.54719216  0.87924046  0.49561883 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
436,"[ 0.08807877  0.1703844   0.02185295  0.42368982 -0.25880692 -0.6059762
  2.63627735  2.07404503  0.67598844  0.03680568  2.10778564  3.07312768
  1.00746328 -0.14524226  0.06846357 -0.45027358 -0.12856386 -0.39005495
  2.51232137 -0.40758223  0.44705236  0.55653699  0.5357915 ]"
437,"[-1.26085127 -0.93229321  0.77730296  0.04835975  0.59952511 -0.6059762
  0.57606575  1.34266566  0.59198205  1.3652934   1.93222367  0.8425367
  0.95124071 -0.17390845 -0.27515861 -0.31481082  0.14437196 -0.39005495
  2.51232137 -0.40758223  0.49651764  0.55653699  0.55676442]"
438,"[-9.18026195e-01 -9.64806783e-01  7.48581737e-02 -4.55736845e-01
  4.31382858e-01 -3.95032788e-01  1.89868285e+01  2.01460945e+01
  9.56392345e-02  1.18087394e+00  3.43630112e+01  2.19216340e+01
  2.35012518e+01  1.99593112e-01  2.76623243e-01 -4.85118804e-01
 -3.42787146e-01  5.94543822e-01  3.78057654e-01  1.64632743e-01
  1.66401447e-02 -7.10264092e-02 -1.75075819e-01]"
439,"[ 0.28376601  0.84934202  0.05933601  0.29884973 -0.19597478  1.04598662
  0.2153854   0.08574155  0.68284247 -1.00456175 -0.80441869 -0.80475344
 -0.62133499 -0.1820163  -0.57853355  1.90222327  0.64557831 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
440,"[-1.21745403 -1.10286304 -0.04609352  0.46761507 -0.31790328  0.35696486
  2.3472892   1.73230325  0.67329638  0.0618721   2.00268506  2.87762709
  0.94915654 -0.16091255  0.04897477  0.0132435  -0.18724419 -0.39005495
 -0.39803824 -0.40758223  0.47409241  0.47225223  0.50751977]"
441,"[ 0.40096973  0.93640264  0.70334317  1.28866773 -0.17591529  0.33383844
  0.27148312  0.75649343  0.79483462  0.04328399  0.23271224  0.56873038
 -0.06730519 -0.1820163  -0.56956937  0.98463576  0.60228693 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
442,"[ 0.4290434   0.76522361  0.07746634  0.76551853 -0.3667469  -0.6059762
  0.12685739  0.11783371  0.57004399 -0.00972     0.07060587  0.40451784
 -0.11644309 -0.1820163   0.54897301 -0.6658499  -0.61671567 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55653699  0.58741584]"
443,"[ 1.43630498e-03 -4.93954282e-02  2.55292847e-01 -1.23279355e+00
  3.13409577e+00 -8.93254430e-01 -2.89242987e-01 -1.99021004e-01
 -1.21190464e+00  1.40453643e+00  4.59514423e-01 -6.58377319e-02
  1.12071732e+00 -1.81091258e-01 -5.31019408e-01 -4.45929129e-01
  5.63375980e-01  2.55992262e+00  2.51232137e+00 -4.03883363e-01
  5.08912029e-01  5.42845800e-01 -1.68324897e+00]"
444,"[ 0.11525392 -0.17316216  3.97028852  1.51864868  1.29607826  0.53994852
 -0.06317042  2.9331573   0.69369305 -0.181251   -0.22778474 -0.10634032
 -0.30077029 -0.18015539 -0.54742249  1.16361067  0.55420685 -0.38429331
 -0.39803824 -0.40572198  0.50729714  0.54429583  0.51496508]"
445,"[-0.34557647 -0.09737901 -0.35549466 -1.21791408  1.32746834 -0.8257682
  2.47639334  1.20024309 -1.28296901  0.39694855  2.67897913  2.81680963
  4.42519629 -0.1820163  -0.31051302 -0.46122611  0.26029348  2.3796769
 -0.33326763 -0.34815338  0.51050824 -1.31148833 -1.51082879]"
446,"[ 0.43682092  0.86644083 -0.21016753 -0.46208024  0.00950033  0.48549672
 -0.33431637 -0.45425295  0.4744735   0.03088054 -0.25710191 -0.06552314
 -0.29395472 -0.1820163  -0.57277123  1.17988637  0.61774992 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
447,"[-1.45805443 -0.97851073  1.44305172  0.73849062  0.50922676 -0.6059762
 -0.3167036   0.37547618  0.68009006  0.67559317  0.04964588 -0.08153565
 -0.1487892  -0.18149781 -0.4096852  -0.24173414  0.29980999 -0.39005495
  2.51232137 -0.40758223  0.50961355  0.55653699  0.57793646]"
448,"[ 2.34635604e-01  1.63555905e-01 -6.74921980e-01  5.32291801e-04
 -6.53510359e-01 -1.18127642e+00 -9.92569644e-01 -3.38636560e-01
 -3.33913184e-01 -1.36227771e-02  3.31022533e-01  7.67273531e-01
  3.39207522e-01  1.24901899e+00 -7.33128216e-01 -7.72453301e-01
 -8.47020541e-01 -3.90054946e-01 -3.98038243e-01 -4.07582232e-01
 -1.95883224e+00  5.56536986e-01 -6.18750607e-02]"
449,"[ 0.73736606 -0.27192366  1.01618016 -0.32101804  1.3665977  -0.6059762
 -0.44190902 -0.05506801 -0.09343393  1.62768675  0.28972895 -0.22186985
  0.18477662 -0.1820163  -0.47618461 -0.19237436  0.40617593 -0.39005495
  2.51232137 -0.40450691  0.51050824  0.5540074  -1.70100378]"
450,"[-1.49022858  0.92275086  0.44529157  0.17467294  0.22022691 -0.6059762
 -0.03421267  0.16873075  0.53943727  0.55673958  0.27969671  0.22010865
  0.01222075 -0.1820163  -0.25774995 -0.32796499  0.11324735 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55653699  0.57901023]"
451,"[-1.50050561 -1.12842631 -0.25280736 -0.37899993 -0.0776826   0.40454206
  0.34161619 -0.04955689  0.3927571   0.04099747  0.321223    0.6841335
  0.07931805 -0.1820163  -0.55431724  0.96379054  0.52998385 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
452,"[-1.36768035 -0.82764751 -0.45315602  0.70862977 -0.67910553 -0.33075042
  0.38462115 -0.17438036  0.17925247  0.26023289  0.49334226  0.68494564
  0.25248345 -0.1820163   3.3618943  -0.7327693  -0.78907505 -0.35677273
 -0.33791814  2.45349264  0.51050824  0.05492822  0.58788816]"
453,"[ 0.77666854 -0.14672946  2.05686198  1.00815578  0.70940621  0.21992124
 -0.44394185  0.38828599  0.21757772  0.37282784 -0.221153   -0.22768695
 -0.24601682 -0.17790855 -0.51945912  0.71317633  0.47891853 -0.39005495
 -0.39803824 -0.40758223  0.50342007  0.50249493 -1.70100378]"
454,"[-0.00857163  0.08033725  1.13949115  0.40579833  0.5810532   0.09875541
  1.24118582  3.04869044  0.68472035  1.35014836  3.28418245  1.66217626
  1.65069057 -0.17424496 -0.38385343  0.36615151  0.26014381 -0.39005495
 -0.39803824 -0.40758223  0.49901403  0.39404724  0.42452272]"
455,"[ 0.58403413  0.31517674 -1.20540553 -0.79264306 -1.15550347 -1.18127642
 -0.99256964 -0.99847879 -1.2284293  -0.99960647 -0.8034854  -0.8034613
 -0.61947778  4.61471355 -0.73312822 -0.7724533  -0.84702054 -0.39005495
 -0.39803824 -0.40758223 -1.95883224 -1.79682575 -1.70100378]"
456,"[-1.46197552 -0.934853   -0.61060386  1.22576203 -0.84832203  1.20071422
  0.53260489 -0.24406561  0.51371304 -1.00332141 -0.80457808 -0.80497412
 -0.62134439 -0.1820163   2.90753802 -0.64819604 -0.78262462 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55315895  0.58788816]"
457,"[ 0.57671886  0.2184582   0.42149444  0.22720043  0.1781958  -0.31832609
  0.02895682  0.16637579 -0.02932347  0.24605042  0.14715165  0.29406682
  0.06914163  1.25244838 -0.57286001  0.24486268  2.08516652 -0.39005495
 -0.39803824  2.45349264 -1.95883224  0.55089729  0.58632097]"
458,"[-0.46580121 -0.61601198 -0.43986984 -0.30724992 -0.29265728  1.56820025
  0.31198592 -0.20236655 -1.13355822 -0.99693849 -0.8007738  -0.79970706
 -0.6138511   3.13226528  0.62581811 -0.25613132 -0.0623095  -0.39005495
 -0.39803824 -0.40758223 -1.95883224 -1.79682575 -0.10449779]"
459,"[ 0.21313019  0.40452826 -0.58964696 -0.68898354 -0.23787847  1.06987637
  0.08959978 -0.45695509 -0.39466817 -0.92261588 -0.78377061 -0.77616603
 -0.60506022 -0.1820163  -0.53462573  1.48921633  0.43510515 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
460,"[ 0.06799555 -0.25302277  3.77795956  0.42033868  2.41505561 -0.58494799
 -0.50315629  1.09223081  0.1987764   3.30213534  0.8980206  -0.25420258
  0.48141528  1.25494051 -0.50929169 -0.13050463  1.8268349  -0.38190654
  2.29153547  2.2838013  -1.95883224  0.55004495  0.58473107]"
461,"[ 0.8043345  -0.78364914  0.72871067 -0.13499658  0.71774589 -0.6059762
 -0.258886    0.10496082  0.53439721  1.25544234  0.44864351 -0.03007924
  0.11066242 -0.1820163  -0.5034908  -0.18550872  0.42100837 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55409928  0.58788816]"
462,"[ 5.49938667e-01  1.88279711e-01  2.79871411e-01 -3.76350313e-02
  2.15960467e-01 -8.93626311e-01 -2.47852061e-01 -8.84920592e-02
  4.90591577e-01  1.25599646e+00  4.94330950e-01  2.11457318e-03
  1.46992504e-01 -1.81433153e-01  7.14790179e-01 -7.27778670e-01
 -6.53915295e-01  2.56374136e+00 -3.98038243e-01  2.45349264e+00
  5.09501990e-01  5.56536986e-01  5.86955445e-01]"
463,"[-0.40891771 -0.56737043 -0.2641051  -0.69711967  0.26055225  1.55467557
  0.16098777 -0.16537353 -1.19367026 -0.98124411 -0.78657927 -0.78005463
 -0.59665489  2.69267177 -0.57573545  2.46758491  3.59681778 -0.39005495
 -0.39803824 -0.40758223 -1.95883224 -1.79682575  0.5677069 ]"
464,"[ 0.25686204  0.05402375  2.88519181  0.87013062  1.28141728  0.05499657
 -0.06831201  1.96251143  0.69711131  1.58720236  1.03203525  0.19465866
  0.39364431 -0.17631171 -0.49082378  0.4942488   0.43003859 -0.39005495
 -0.39803824 -0.40758223  0.50066463  0.27509839  0.40670594]"
465,"[-1.4816515  -0.99883038  0.1941943  -0.92631608  1.55628316 -0.31832609
 -0.12414619 -0.11651249 -1.31039254  0.35532956  0.06736933  0.1354963
  0.6864901   2.68005427 -0.57857442  0.26402384  3.63136817 -0.39005495
 -0.39803824  2.45349264 -1.95883224 -1.79682575  0.58788816]"
466,"[ 0.21747977  0.94716803  0.41908575  0.36296396  0.0474746   0.14447011
  0.33810088  0.74657247  0.68714979  1.08297426  1.37906747  0.64850033
  0.58961331 -0.18105296  0.35493882 -0.46112227 -0.55505193 -0.39005495
 -0.39803824 -0.40758223  0.50884595  0.51376297  0.57864323]"
467,"[ 0.70386577 -0.69911447 -0.42289504  0.14133279 -0.52408905  1.15104228
  0.21324164 -0.26448501  0.50560403 -1.00548331 -0.80410628 -0.80432092
 -0.62109911 -0.1820163  -0.09389967  0.04882753 -0.4055706  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
468,"[ 0.5989654   0.28388819 -0.53633087 -0.50257566 -0.23220798 -0.89362631
  0.13615318 -0.39498212 -0.9010125   0.18737427  0.19327788  0.40242542
  0.55996173 -0.1820163   2.17108749 -0.75196196 -0.75848197  2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.79682575 -1.70100378]"
469,"[ 0.1700735   0.91816475  0.56952946 -0.29966209  0.75375065 -0.89362631
 -0.3049491  -0.08036854  0.4682741   1.2011235   0.31036821 -0.09802935
  0.04854951 -0.1816892  -0.52858731 -0.46812387  0.46800499  2.56374136
 -0.39803824 -0.40758223  0.50994382  0.55653699  0.58788816]"
470,"[ 0.70316135 -0.71236812 -0.59729731  1.2719578  -0.84771637  1.18673214
  0.5056981  -0.24455036  0.56855227 -1.00755947 -0.80562243 -0.80642004
 -0.62197548 -0.1820163   2.89022743 -0.64864297 -0.78237635 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
471,"[ 0.67018426 -0.67126039 -1.18154999 -0.23591584 -1.12614364 -1.18127642
 -0.99256964 -0.98143003 -0.39628586 -0.95526734 -0.7741724  -0.76287722
 -0.59783471 -0.1820163  -0.73312822 -0.7724533  -0.84702054 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
472,"[ 0.15321779 -0.04088547  2.5993217   0.14110582  1.99791479 -0.89362631
 -0.48496931  0.61165268  0.63348075  3.30617857  0.92520013 -0.24742786
  0.35335548 -0.18147567 -0.48351829 -0.4744568   0.44112045  2.56374136
  2.51232137 -0.40758223  0.50957536  0.55564792  0.5835646 ]"
473,"[-1.44981278 -1.0390407  -0.23425715 -1.14807423  1.36380521 -0.6059762
  0.0136082  -0.31036581 -1.25788876  0.29623605  0.11252835  0.2384139
  0.76293536  1.24901899 -0.56835211 -0.10431967  2.03983723 -0.39005495
  2.51232137 -0.40758223 -1.95883224  0.55653699 -1.70100378]"
474,"[ 0.24522358  0.5300355  -0.46131037 -1.31271901  1.353074   -0.6059762
  0.46188875 -0.17970491 -1.50145486  0.12461162  0.43268398  0.73145682
  1.50429515  1.24901899 -0.56563777 -0.1085982   2.02135067 -0.39005495
  2.51232137 -0.40758223 -1.95883224  0.55653699 -1.69374668]"
475,"[-1.48776517  0.91159903  0.16350814  0.13295709 -0.00976393 -0.31832609
 -0.03342166 -0.00994519  0.55660523  0.36641493  0.16748916  0.22874805
 -0.0571646  -0.1820163  -0.01614939 -0.28226295 -0.14101914 -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.58714381]"
476,"[ 3.70169753e-01  3.77835337e-01  7.39279254e-02  3.18398629e-01
 -1.60536497e-01  5.31419454e-01  2.47519025e+00  2.03673929e+00
  6.47664389e-01 -3.77235203e-05  2.07276929e+00  3.13789873e+00
  1.00317759e+00 -1.62486039e-01 -5.59686644e-01  1.14098938e+00
  5.83267168e-01 -3.90054946e-01 -3.98038243e-01 -4.07582232e-01
  4.76807565e-01  4.77702255e-01  5.16892756e-01]"
477,"[-1.449624   -0.92027183  0.20226654 -0.97166937  1.59827016  0.08247719
 -0.31799167 -0.18434193 -0.67129843  1.0869975   0.33418158 -0.0285254
  0.48198973 -0.1820163  -0.49776956  0.55709278  0.45215875 -0.39005495
 -0.39621813 -0.40758223  0.51050824 -1.74972906 -1.64804006]"
478,"[ 0.70607818 -0.8079855   0.24667069  0.62464414 -0.19488635 -0.6059762
  0.73759656  0.90287106  0.68521015  0.2284819   0.80411671  1.0489561
  0.27315574 -0.18160778  0.07939325 -0.50856329 -0.27670226 -0.39005495
  2.51232137 -0.40758223  0.50980332  0.55653699  0.57547339]"
479,"[ 0.74297176 -0.81074984  0.09220756  0.85926531 -0.38813304 -0.31832609
  0.24718449  0.2436552   0.66975576  0.1060382   0.26547877  0.53347496
 -0.02381452 -0.1820163   0.70150472 -0.6350509  -0.64912541 -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.58736004]"
480,"[ 0.09136395  0.21492578 -0.30374369  0.57626774 -0.56328485  2.8853414
  0.10068721 -0.22247228  0.15762874 -0.88214607 -0.69248088 -0.6497747
 -0.54109537 -0.1820163  -0.57685291  4.07587805  0.63746185 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.52131767]"
481,"[-1.48879782 -0.99487759 -0.39871449 -0.21963906 -0.33314813  1.48906382
  0.24336222 -0.24793776 -0.11121553 -0.95561053 -0.77138152 -0.75901324
 -0.59809112  1.24901899 -0.57601724  2.3963727   2.11387272 -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.55653699  0.58604079]"
482,"[ 0.28826485  1.01215569 -0.4221871   0.23373079 -0.54709586  0.25420382
  0.25816745 -0.2124103   0.02398982  0.12355763  0.29193391  0.56774507
  0.14787046 -0.1820163   1.43034139 -0.63936074 -0.73352627 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
483,"[ 0.55943099  0.22012384 -0.11829639 -0.95542927  1.23440672 -0.31855241
 -0.11174138 -0.29651404 -1.27577837  0.24639093  0.02744702  0.15508937
  0.61393442  2.68118018 -0.57857442  0.26375201  3.63254267 -0.39005495
 -0.39574842  2.45349264 -1.95883224 -1.79682575  0.5860873 ]"
484,"[ 0.77056331 -0.70892851 -0.4836631   0.17886934 -0.58393602  1.28588648
 -0.06770867 -0.45846254 -0.00710575 -0.98706355 -0.79587276 -0.79292154
 -0.61491464 -0.1820163   0.22214229 -0.11545493 -0.52172307 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58511962]"
485,"[ 0.35358366  0.85474884  1.34273273  1.48292891  0.06457658  1.19268088
 -0.23234568  0.52945426  0.77344167 -1.00820233 -0.80562184 -0.80641922
 -0.621988   -0.18171642 -0.01891609  0.03225138 -0.42269542 -0.39005495
 -0.39803824 -0.40758223  0.50999078  0.54272849  0.57541725]"
486,"[ 0.4990254   0.92017058  1.01685391  1.21946106  0.00844815  0.28997797
 -0.35906082  0.17458766  0.75195086  0.11755439 -0.25515    -0.11863765
 -0.32412807 -0.18149172  0.08921355 -0.33982764 -0.47862425 -0.39005495
 -0.39803824 -0.40758223  0.50960306  0.55653699  0.58788816]"
487,"[ 0.03005114 -0.01422562 -0.62920368  0.18545147 -0.6745357   0.2110018
  0.37947287 -0.33918407 -0.75577821  0.01001671  0.28183631  0.6603275
  0.51274562  2.68005427  2.98072606 -0.69907197 -0.64997808 -0.39005495
 -0.39803824 -0.40758223 -1.95883224 -1.79682575  0.58788816]"
488,"[ 0.44025236  0.9147223  -0.60784586 -0.2400184  -0.54455168  0.25044661
  0.86659718 -0.07500302  0.62527015 -0.01362278  0.6494265   1.20810624
  0.2023986  -0.1820163   0.35080547 -0.46017969 -0.57953911 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.54934801  0.58738873]"
489,"[ 0.09169271 -0.07057565  0.13955278  0.24683415 -0.08100045 -0.89362631
 -0.10296901  0.0049319  -0.41320083  1.40910695  0.87611047  0.17589454
  0.81976999 -0.1820163   2.76014757 -0.75612038 -0.77644962  2.56374136
  2.50747884 -0.37901909  0.51050824  0.55653699 -1.37347515]"
490,"[-1.47277411 -0.98053967 -0.42825315 -0.71726756  0.03219187  0.21983494
  0.22033065 -0.27488949 -0.17025486  0.09945031  0.23733534  0.52886194
  0.16705813 -0.1820163  -0.54720317  0.77739242  0.52129879 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58788816]"
491,"[ 0.330499    0.03986055  0.26536104 -0.05877589  0.22540738 -0.89362631
 -0.24581846 -0.08405018  0.43176213  1.21400027  0.48722122  0.01003934
  0.15770387 -0.18026544  0.80585443 -0.7310709  -0.66807681  2.56374136
  2.51232137 -0.40758223  0.50748703  0.55365767  0.58788816]"
492,"[-2.65540934e-01  9.24448936e-02 -6.67160281e-01 -1.59659517e+00
  3.57214062e+00 -1.16876989e+00 -9.82229398e-01  2.84177381e+00
 -2.05669128e+00  8.03511684e-04  5.79930060e+00  8.19247269e+00
  2.27459415e+01 -1.36417588e+00 -7.30888306e-01 -7.57431893e-01
 -7.82116357e-01 -3.90054946e-01 -3.98038243e-01 -3.66117379e-01
 -1.88725716e+00 -1.79682575e+00 -1.66783144e+00]"
493,"[-0.52547822 -0.35334547 -0.54957879 -1.03322204  0.28336103  1.07360555
  0.05823733 -0.43406527 -1.43853621 -0.98063757 -0.79909299 -0.79737997
 -0.6151867   1.24901899 -0.55585471  1.74088682  1.919128   -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.55653699 -1.70100378]"
494,"[ 0.51577973  0.35719128  0.61967694  0.27604957  0.28453727 -0.6059762
  0.92510883  1.72354364  0.67529271  1.25746343  2.45993172  1.22530097
  1.20221972 -0.1790275   0.03783311 -0.45189992 -0.15384044 -0.39005495
  2.51232137 -0.40758223  0.50535089  0.55555396  0.55633702]"
495,"[ 0.65819731 -0.74746841 -0.52310265  0.30229977 -0.64509462  0.3517133
  0.47316107 -0.17710126  0.4275503   0.03441895  0.39721554  0.7957737
  0.10406846 -0.1820163   1.47087201 -0.63762618 -0.7373478  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
496,"[ 0.43015979  0.82294796  0.1888078  -0.16811575  0.2002995   0.1665973
 -0.30467833 -0.1820612   0.60965258  1.02757964  0.32561069 -0.03564225
  0.02218418 -0.1820163   0.01236656 -0.32862617 -0.43979079 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
497,"[-1.47333362 -0.98607221 -0.61136815 -0.27695698 -0.5082575  -0.6059762
  0.17413521 -0.41909707 -0.17017246  0.06056509  0.15585379  0.45299344
  0.14773811  1.25005447  1.82875191 -0.72709475 -0.65097627 -0.39005495
  2.51232137 -0.40758223 -1.95883224  0.55483412  0.46367189]"
498,"[-0.61699738 -0.34650147 -0.43359063 -1.39860993  2.52080794  0.11670031
  3.54654658  1.86102605 -1.73542453  0.27517015  3.78083913  4.3366822
  9.89980629  4.4820987  -0.48698699  0.59867516  4.69951609 -0.39005495
 -0.39803824  0.40482174 -1.95883224 -1.79682575 -0.98042669]"
499,"[ 0.02278102 -0.18907688  2.21907863  0.54640821  1.19830791 -0.89362631
  0.37863111  2.61924327  0.66857545  1.98513667  2.24994847  0.65170614
  1.08293911 -0.1820163  -0.44269844 -0.49249679  0.36260968  2.56374136
 -0.39803824 -0.40758223  0.51050824  0.39402057  0.42830406]"
500,"[-1.51617602 -0.05878487 -1.20969797 -1.77308837 -1.16332641 -1.18077287
 -0.99178524 -0.99939452 -2.54400581 -1.00758461 -0.80505987 -0.80564117
 -0.62217449 -1.61305158 -0.73312822 -0.7724533  -0.84702054 -0.38876226
 -0.39676456 -0.40716486 -1.95883224 -1.79682575 -1.70100378]"
501,"[ 0.38270473  0.83776124  0.53678553 -0.29975902  0.72285688 -0.31832609
 -0.31004626 -0.0714088   0.44937348  1.12307866  0.31305704 -0.07152097
  0.05401204 -0.1820163  -0.52305716  0.13486095  0.45974759 -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.58578537]"
502,"[-0.13344372 -0.20371912  2.04111837  0.32365077  1.30869858 -0.31813931
  0.26917586  2.24205592  0.68661792  2.38959085  2.49316102  0.5579886
  1.21062452 -0.18015781 -0.4409814   0.072941    0.37060717 -0.39005495
 -0.39803824  2.4516348   0.50730131  0.35329202  0.58640187]"
503,"[-0.03567294 -0.06661603 -0.65304464 -0.7361061  -0.182449    1.30840108
  0.45579432 -0.32404949 -2.34500168 -0.97162736 -0.78102694 -0.7739459
 -0.56272736 10.11348754  1.19727899 -0.48284553  0.31413417 -0.38040202
 -0.38852726 -0.39823231 -1.95883224 -1.79682575 -1.70100378]"
504,"[ 0.08130977  0.86325079  1.63341031  0.160176    1.18820644 -0.31832609
 -0.31013125  0.5528266   0.67364631  2.21632895  0.89431834 -0.06699281
  0.32677523 -0.1820163  -0.45894049  0.07036627  0.3668585  -0.39005495
 -0.39803824  2.45349264  0.51050824  0.54238142  0.58788816]"
